Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;63;62;1;17;0.9841269841269841;0.7848101265822784;0.8732394366197183

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
weather_MeanT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Tav;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Amp;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Latitude;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;WRONG;OK
weather_Radn;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_AirPressure;OK;OK;OK;OK;OK;OK;OK;OK;OK
weather_MaxT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MinT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Wind;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
waterBalance_SW;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
waterBalance_Eo;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
waterBalance_Eos;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
waterBalance_Es;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
thickness;WRONG;WRONG;OK;WRONG;OK;WRONG;WRONG;OK;OK
physical_BD;OK;OK;OK;WRONG;OK;WRONG;OK;WRONG;OK
rocks;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK
physical_ParticleSizeSand;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
physical_ParticleSizeSilt;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
physical_ParticleSizeClay;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
carbon;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
instrumHeight;WRONG;WRONG;OK;OK;OK;WRONG;WRONG;WRONG;OK
InitialValues;WRONG;WRONG;OK;WRONG;OK;OK;WRONG;WRONG;OK
DepthToConstantTemperature;OK;OK;OK;OK;OK;WRONG;WRONG;OK;OK
airNode;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
surfaceNode;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
topsoilNode;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
numPhantomNodes;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
defaultTimeOfMaximumTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
instrumentHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
numLayers;WRONG;WRONG;OK;OK;OK;WRONG;WRONG;WRONG;OK
numNodes;WRONG;WRONG;OK;OK;OK;WRONG;WRONG;WRONG;OK
nodeDepth;OK;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;OK
bulkDensity;WRONG;WRONG;OK;WRONG;OK;WRONG;WRONG;WRONG;OK
soilWater;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK
sand;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK
silt;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK
clay;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK
maxSoilTemp;OK;OK;OK;WRONG;OK;OK;WRONG;WRONG;OK
minSoilTemp;OK;OK;OK;WRONG;OK;OK;WRONG;WRONG;OK
aveSoilTemp;OK;OK;OK;WRONG;OK;OK;WRONG;WRONG;OK
volSpecHeatSoil;OK;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;OK
soilTemp;OK;OK;OK;WRONG;OK;OK;WRONG;WRONG;OK
morningSoilTemp;OK;OK;OK;WRONG;OK;OK;WRONG;WRONG;OK
newTemperature;OK;OK;OK;WRONG;OK;OK;WRONG;WRONG;OK
thermalConductivity;OK;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;OK
heatStorage;OK;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;OK
thermalConductance;OK;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;OK
soilRoughnessHeight;OK;OK;OK;OK;OK;WRONG;WRONG;OK;OK
boundaryLayerConductance;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
airTemperature;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
minTempYesterday;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
netRadiation;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
nu;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
boundarLayerConductanceSource;OK;OK;WRONG;OK;OK;OK;OK;WRONG;OK
netRadiationSource;OK;OK;WRONG;OK;OK;OK;OK;WRONG;OK
pom;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;OK
ps;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;OK
soilConstituentNames;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype
timestep_seconds;parameter;;DOUBLE

False negative
Name;inputtype;variablecategory;datatype
pInitialValues;parameter;;DOUBLEARRAY
timestep;parameter;;DOUBLE
latentHeatOfVapourisation;parameter;;DOUBLE
stefanBoltzmannConstant;parameter;;DOUBLE
constantBoundaryLayerConductance;parameter;;DOUBLE
numIterationsForBoundaryLayerConductance;parameter;;INT
defaultInstrumentHeight;parameter;;DOUBLE
bareSoilRoughness;parameter;;DOUBLE
doInitialisationStuff;variable;state;BOOLEAN
internalTimeStep;variable;state;DOUBLE
timeOfDaySecs;variable;state;DOUBLE
thermCondPar1;parameter;;DOUBLEARRAY
thermCondPar2;parameter;;DOUBLEARRAY
thermCondPar3;parameter;;DOUBLEARRAY
thermCondPar4;parameter;;DOUBLEARRAY
aveSoilWater;variable;state;DOUBLEARRAY
MissingValue;parameter;;DOUBLE


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
22;18;18;0;4;1.0;0.8181818181818182;0.9

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
instrumentHeight;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
soilWater;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
volSpecHeatSoil;OK;OK;OK;WRONG;OK;WRONG;OK;WRONG;OK
thermalConductivity;OK;OK;OK;WRONG;OK;WRONG;OK;WRONG;OK
thermalConductance;OK;OK;OK;WRONG;OK;WRONG;OK;WRONG;OK
heatStorage;OK;OK;OK;WRONG;OK;WRONG;OK;WRONG;OK
soilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
newTemperature;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
minSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
maxSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
aveSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
boundaryLayerConductance;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
airTemperature;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
netRadiation;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
morningSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
minTempYesterday;OK;OK;OK;OK;OK;OK;OK;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype
doInitialisationStuff;;state;BOOLEAN
internalTimeStep;;state;DOUBLE
timeOfDaySecs;;state;DOUBLE
InitialValues;;state;DOUBLEARRAY


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;30;3;27;5;0.1;0.375;0.15789473684210528

True positive
Name
ValuesInArray
calcSurfaceTemperature
calcSoilTemperature

False positive
Name
Divide
Sum
Zero
ToCumThickness
kelvinT
longWaveRadn
airDensity
volumetricSpecificHeat
ThermalConductance
volumetricFractionRocks
volumetricFractionOrganicMatter
volumetricFractionSand
volumetricFractionSilt
volumetricFractionClay
volumetricFractionWater
volumetricFractionIce
volumetricFractionAir
shapeFactor
mapLayer2Node
calcLayerTemperature
doNetRadiation
interpolateNetRadiation
interpolateTemperature
doVolumetricSpecificHeat
doThermalConductivity
doThomas
getBoundaryLayerConductance

False negative
Name
getIniVariables
getProfileVariables
readParam
getOtherVariables
doProcess

