Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;70;70;0;9;1.0;0.8860759493670886;0.9395973154362416

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
thickness;OK;OK;OK;WRONG;OK;WRONG;OK;OK;OK
physical_BD;WRONG;WRONG;OK;WRONG;OK;OK;OK;WRONG;OK
rocks;OK;OK;OK;WRONG;WRONG;WRONG;OK;OK;OK
physical_ParticleSizeSand;OK;OK;OK;WRONG;OK;OK;OK;OK;OK
physical_ParticleSizeSilt;OK;OK;OK;WRONG;OK;OK;OK;OK;OK
physical_ParticleSizeClay;OK;OK;OK;WRONG;OK;OK;OK;OK;OK
carbon;OK;OK;OK;WRONG;WRONG;WRONG;OK;OK;OK
waterBalance_SW;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
waterBalance_Eo;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
waterBalance_Eos;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
waterBalance_Es;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
weather_MeanT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MaxT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MinT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Tav;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
weather_Amp;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_AirPressure;OK;OK;OK;OK;OK;OK;OK;OK;OK
weather_Radn;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Wind;OK;OK;OK;OK;OK;OK;OK;OK;OK
weather_Latitude;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;OK;OK
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
DepthToConstantTemperature;OK;OK;OK;OK;OK;WRONG;WRONG;OK;OK
instrumHeight;WRONG;WRONG;OK;OK;OK;WRONG;WRONG;WRONG;OK
defaultTimeOfMaximumTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
InitialValues;WRONG;WRONG;OK;WRONG;OK;OK;WRONG;WRONG;OK
pom;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
