Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;62;62;0;17;1.0;0.7848101265822784;0.8794326241134751

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
thickness;OK;WRONG;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_BD;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
rocks;OK;WRONG;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_ParticleSizeSand;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
physical_ParticleSizeSilt;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
physical_ParticleSizeClay;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
carbon;OK;WRONG;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG
waterBalance_SW;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Tav;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MeanT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MaxT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MinT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Amp;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Radn;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_AirPressure;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_Latitude;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_Wind;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
canopyHeight;OK;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
InitialValues;WRONG;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
DepthToConstantTemperature;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
