Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;66;65;1;14;0.9848484848484849;0.8227848101265823;0.896551724137931

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
thickness;OK;OK;WRONG;WRONG;OK;WRONG;WRONG;OK;OK
physical_BD;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
rocks;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
physical_ParticleSizeSand;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
physical_ParticleSizeSilt;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
physical_ParticleSizeClay;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
carbon;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
waterBalance_SW;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;OK
weather_Tav;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Amp;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Latitude;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;OK;OK
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
DepthToConstantTemperature;WRONG;WRONG;OK;OK;OK;OK;WRONG;OK;OK
defaultTimeOfMaximumTemperature;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;WRONG;OK
boundarLayerConductanceSource;WRONG;WRONG;WRONG;OK;OK;OK;OK;WRONG;OK
netRadiationSource;WRONG;WRONG;WRONG;OK;OK;OK;OK;WRONG;OK
InitialValues;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
weather_MeanT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MaxT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MinT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Radn;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_AirPressure;OK;OK;OK;OK;OK;OK;OK;OK;OK
weather_Wind;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
waterBalance_Eos;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
