Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;67;66;1;13;0.9850746268656716;0.8354430379746836;0.9041095890410958

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
thickness;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_BD;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
rocks;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_ParticleSizeSand;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_ParticleSizeSilt;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_ParticleSizeClay;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
carbon;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
waterBalance_SW;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Es;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Eos;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Eo;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Tav;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Amp;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Latitude;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_MeanT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MaxT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MinT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Radn;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_AirPressure;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_Wind;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
canopyHeight;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
instrumHeight;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
DepthToConstantTemperature;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
InitialValues;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
defaultTimeOfMaximumTemperature;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
doInitialisationStuff;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG
