Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;58;58;0;21;1.0;0.7341772151898734;0.8467153284671534

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
thickness;OK;OK;OK;WRONG;OK;OK;OK;OK;OK
physical_BD;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
rocks;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
physical_ParticleSizeSand;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
physical_ParticleSizeSilt;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
physical_ParticleSizeClay;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
carbon;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
DepthToConstantTemperature;OK;OK;OK;OK;OK;WRONG;WRONG;OK;OK
instrumHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
nu;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
boundarLayerConductanceSource;OK;OK;WRONG;OK;OK;OK;OK;WRONG;OK
netRadiationSource;OK;OK;WRONG;OK;OK;OK;OK;WRONG;OK
defaultTimeOfMaximumTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
waterBalance_SW;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
weather_Tav;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Amp;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_Latitude;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;OK;OK
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
weather_MeanT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MaxT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_MinT;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
weather_AirPressure;OK;OK;OK;OK;OK;WRONG;OK;OK;OK
weather_Wind;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
weather_Radn;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
waterBalance_Eos;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
waterBalance_Eo;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
waterBalance_Es;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
