Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
79;64;62;2;17;0.96875;0.7848101265822784;0.8671328671328671

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
thickness;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
physical_BD;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
rocks;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
physical_ParticleSizeSand;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
physical_ParticleSizeSilt;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
physical_ParticleSizeClay;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_SW;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
carbon;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Tav;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Amp;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Latitude;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
clock_Today_DayOfYear;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
InitialValues;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
DepthToConstantTemperature;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
instrumHeight;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Es;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Eos;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Eo;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
canopyHeight;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_Wind;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_AirPressure;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_Radn;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
weather_MeanT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MaxT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
weather_MinT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
airNode;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
surfaceNode;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
topsoilNode;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
numPhantomNodes;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
doInitialisationStuff;OK;OK;WRONG;OK;WRONG;WRONG;WRONG;WRONG;WRONG
internalTimeStep;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
numLayers;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
numNodes;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
nodeDepth;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
volSpecHeatSoil;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
soilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
morningSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
heatStorage;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
thermalConductance;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
thermalConductivity;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
boundaryLayerConductance;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
newTemperature;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
airTemperature;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
maxTempYesterday;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
minTempYesterday;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
soilWater;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
minSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
maxSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
aveSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
bulkDensity;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
sand;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
silt;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
clay;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG
soilRoughnessHeight;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
instrumentHeight;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
netRadiation;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
nu;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
boundarLayerConductanceSource;OK;OK;WRONG;OK;WRONG;WRONG;OK;WRONG;WRONG
netRadiationSource;OK;OK;WRONG;OK;WRONG;WRONG;OK;WRONG;WRONG
defaultTimeOfMaximumTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype
weather_Tav_day;variable;exogenous;DOUBLE
weather_Latitude_day;variable;exogenous;DOUBLE

False negative
Name;inputtype;variablecategory;datatype
ps;parameter;;DOUBLE
pInitialValues;parameter;;DOUBLEARRAY
timestep;parameter;;DOUBLE
latentHeatOfVapourisation;parameter;;DOUBLE
stefanBoltzmannConstant;parameter;;DOUBLE
constantBoundaryLayerConductance;parameter;;DOUBLE
numIterationsForBoundaryLayerConductance;parameter;;INT
defaultInstrumentHeight;parameter;;DOUBLE
bareSoilRoughness;parameter;;DOUBLE
thermCondPar1;parameter;;DOUBLEARRAY
thermCondPar2;parameter;;DOUBLEARRAY
thermCondPar3;parameter;;DOUBLEARRAY
thermCondPar4;parameter;;DOUBLEARRAY
aveSoilWater;variable;state;DOUBLEARRAY
pom;parameter;;DOUBLE
MissingValue;parameter;;DOUBLE
soilConstituentNames;parameter;;STRINGARRAY


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
22;22;22;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
doInitialisationStuff;OK;OK;WRONG;OK;WRONG;WRONG;OK;WRONG;WRONG
internalTimeStep;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
volSpecHeatSoil;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
soilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
morningSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
heatStorage;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
thermalConductance;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
thermalConductivity;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
boundaryLayerConductance;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
newTemperature;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
airTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
maxTempYesterday;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
minTempYesterday;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
soilWater;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
minSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
maxSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
aveSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
instrumentHeight;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
netRadiation;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
canopyHeight;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
